name,year_established,year_active,systems_res,systems_com,states_active,headquarters_street,headquarters_city,headquarters_state,headquarters_zip,headquarters_country,headquarters_link,office_latlongs,lat,lng
PV Tech,2009,2013,300,1,HI,2800+Woodlawn+Dr+Suite+296,Honolulu,HI,96822,United States,https://www.google.com/maps/?q=2800%20Woodlawn%20Dr.%20Suite%20296%20Honolulu%20HI%2096822,,21.3088588,-157.8087755
East Coast Services of SC,2010,2012,78,9,NC|SC,3834+Wesley+St,Myrtle+Beach,SC,29579,United States,https://www.google.com/maps/?q=3834%20Wesley%20St%20Myrtle%20Beach%20SC%2029579,,33.7200127,-78.9367354
A tech Construction,2014,2014,122,12,CA,800+Grand+Ave,Calrsbad,CA,92008,United States,https://www.google.com/maps/?q=800%20Grand%20Ave%2C%20Suie%20C7%20Calrsbad%20CA%2092008,,33.1632084,-117.3458097
Air Sun Solar,12,2004,,,CA,9940+W+Nicholas+Ave,Visalia,CA,93291,US,https://www.google.com/maps/?q=9940%20W%20Nicholas%20Ave%20Visalia%20California%2093291,,36.3369115,-119.4027027
H M Solar LLC,2016,2016,,,NY|PA,178+N+Shore+Drive,Brackney,PA,18812,United States,https://www.google.com/maps/?q=178%20N%20Shore%20Drive%20Brackney%20PA%2018812,,41.9581003,-75.9221623
Solar Avalanche,1986,2010,110,5,CA,416+12+NGlendale+Ave,Glendale+,CA,91206,United States,https://www.google.com/maps/?q=416%201/2%20N.Glendale%20Ave%20%20Glendale%20%20CA%2091206,,34.1524297,-118.2441216
Sunmint,2016,2014,225,,NJ|NY,1923+Springfield+Ave,Maplewood,NJ,7040,United States,https://www.google.com/maps/?q=1923%20Springfield%20Ave%20Maplewood%20NJ%2007040,,40.7202053,-74.2720115
Premier Solar Solutions,2012,2012,300,150,CT|NJ|NY,7H+Connor+Lane,Deer+Park,NY,11729,United States,https://www.google.com/maps/?q=7H%20Connor%20Lane%20Deer%20Park%20NY%2011729,,40.7446456,-73.3068489
Natural Energy,1977,1977,11000,120,CA,804+N+Twin+Oaks+Valley+Rd+116,San+Marcos,CA,92069,US,https://www.google.com/maps/?q=804%20N.%20Twin%20Oaks%20Valley%20Rd%20%23116%20San%20Marcos%20CA%2092069,,33.1533666,-117.1629173
ALL Save Energy,2009,2009,30,30,CA,14900+W+HIGHWAY+12,LODI,CA,95242,United States,https://www.google.com/maps/?q=14900%20W%20HIGHWAY%2012%20LODI%20California%2095242,,38.1128918,-121.4972256
Freedom Solar,2012,2012,500,100,NY,3461+NBenzing+Rd,Orchard+Park,NY,14127,US,https://www.google.com/maps/?q=3461%20N.Benzing%20Rd.%20Orchard%20Park%20NY%2014127,,42.7901028,-78.7778586
WorldStar Solar LLC,2013,2013,1000,10,AZ|CA|TX,3637+Calle+Jazmin,Calabasas,CA,91302,United States,https://www.google.com/maps/?q=3637%20Calle%20Jazmin%20Calabasas%20CA%2091302,,34.1353073,-118.661003
Solar Cents,2014,2008,30,52,NJ,17+Furler+street+suite+3,Totowa,NJ,7512,United States,https://www.google.com/maps/?q=17%20Furler%20street%20suite%203%20Totowa%20NJ%2007512,,40.8950088,-74.2264157
Voltaic Solaire,2007,2007,,,NY,626+Coney+Island+Avenue,Brooklyn,NY,11218,United States,https://www.google.com/maps/?q=626%20Coney%20Island%20Avenue%20Brooklyn%20NY%2011218,,40.6420669,-73.9698828
Super Green Solutions - Hartford,,,,,CT,1960+Silas+Deane+Highway,Rocky+Hill,CT,6067,US,https://www.google.com/maps/?q=1960%20Silas%20Deane%20Highway%20Rocky%20Hill%20CT%2006067,,41.6737976,-72.6459564
Freedom Solar Co. ,2013,2013,1500,2,AZ|CA,25819+Jefferson+Ave+Suite+110,Murrieta,CA,92562,United States,https://www.google.com/maps/?q=25819%20Jefferson%20Ave%20Suite%20110%20Murrieta%20CA%2092562,,33.540472,-117.192021
Ecotech Solar,2004,2004,,,WA,814+Dupont+St,Bellingham,WA,98225,US,https://www.google.com/maps/?q=814%20Dupont%20St%20Bellingham%20WA%2098225,,48.7567508,-122.4831839
Antonio L. Dimichino LLC (ALD Solar),2016,2016,3,1,NJ,220+Morris+Tpke,Randolph,NJ,7869,United States,https://www.google.com/maps/?q=220%20Morris%20Tpke%20Randolph%20NJ%2007869,,40.827436,-74.5948478
Atlantis Energy Systems,2011,2011,100,10,CA,209+Concerto+Dr,Oak+Park,CA,91377,United States,https://www.google.com/maps/?q=209%20Concerto%20Dr%20Oak%20Park%20California%2091377,,34.1728326,-118.7875816
Paso Solar Guy,,,,,CA,4610+Jardine+Rd,Paso+Robles,CA,93446,United States,https://www.google.com/maps/?q=4610%20Jardine%20Rd%20Paso%20Robles%20CA%2093446,,35.668565,-120.6050895
"Provident Solar, Co.",2013,2013,750,25,CA,28822+Old+Town+Front+St+Suite+304,Temecula,CA,92590,United States,https://www.google.com/maps/?q=28822%20Old%20Town%20Front%20St.%20Suite%20304%20Temecula%20CA%2092590,,33.4884868,-117.1448109
coast to coast renewables,2016,2014,50,12,CA,4537+mcdonald+drive,sacramento+,CA,95821,United States,https://www.google.com/maps/?q=4537%20mcdonald%20drive%20%20sacramento%20%20california%20%2095821,,38.6223229,-121.3573126
Volta Solar Inc,2013,,,,CA,11295+Sunrise+Gold+Circle,Rancho+Cordova,CA,95742,United States,https://www.google.com/maps/?q=11295%20Sunrise%20Gold%20Circle%20Rancho%20Cordova%20CA%2095742,,38.6006256,-121.2635674
"GREEN ENERGY NOW, INC",2016,2016,,,PA,7914+CHELTENHAM+AVE,WYNDMOOR,PA,19038,United States,https://www.google.com/maps/?q=7914%20CHELTENHAM%20AVE%20WYNDMOOR%20Pennsylvania%2019038,,40.0879915,-75.1827413
"Dynamic Integration, LLC",2011,2011,,,CO,113+Rose+Ln+Unit+E,Montrose,CO,81401,United States,https://www.google.com/maps/?q=113%20Rose%20Ln.%20Unit%20E%20Montrose%20Colorado%2081401,,38.4861211,-107.8587107
Able Electrical Services LLC,2013,2013,1,,NY|PA,263+McCarthy+Road,Lindley,NY,14858,United States,https://www.google.com/maps/?q=263%20McCarthy%20Road%20Lindley%20NY%2014858,,42.011278,-77.035993
Your Energy Solution LLC,,2014,500,,AZ|CA|CO|FL|NJ|NY|TX,3923+Emerald+Street,Torrance,CA,90503,United States,https://www.google.com/maps/?q=3923%20Emerald%20Street%20Torrance%20CA%2090503,,33.8415264,-118.3553489
QwikSolar LLC,2010,2010,,,NY,212+Carter+Rd,Geneva,NY,14456,US,https://www.google.com/maps/?q=212%20Carter%20Rd%20Geneva%20NY%2014456,,42.8854364,-76.993937
Ocean Solar,2011,2007,50,5,DE|NJ|PA,16+Hidden+Lake+Drive,Cape+May+Court+House,NJ,8210,US,https://www.google.com/maps/?q=16%20Hidden%20Lake%20Drive%20Cape%20May%20Court%20House%20NEW%20JERSEY%2008210,,39.0660048,-74.8533402
Fluent Solar,2014,2014,500,15,UT,13937+S+Sprage+Ln,Draper,UT,84020,United States,https://www.google.com/maps/?q=13937%20S%20Sprage%20Ln.%20Draper%20Utah%2084020,,40.4980813,-111.8871718
West Hills Construction Inc,1989,2006,250,,CA,423+Jenks+Circle+101,Corona,CA,92880,United States,https://www.google.com/maps/?q=423%20Jenks%20Circle%20%23101%20Corona%20California%2092880,,33.892622,-117.5935079
Solar Energy India,2007,2010,200,150,IN,45+Chowk,Gurgaon,HARYANA,12200,India,https://www.google.com/maps/?q=Sector%204-5%20Chowk%20Gurgaon%20Haryana%20122001,,28.4490324,77.0719516
Power Installs,2014,2014,500,6,MA|NJ,5+Fir+Court,Oakland,NJ,7436,United States,https://www.google.com/maps/?q=5%20Fir%20Court%20Oakland%20NJ%2007436,,41.0184977,-74.2526168
Asgard Energy,2008,2008,1300,4,CA,1914+Mission+Rd+Suite+B,Oceanside,CA,92029,United States,https://www.google.com/maps/?q=1914%20Mission%20Rd%20Suite%20B%20Oceanside%20CA%2092029,,33.1958696,-117.3794834
"ElectriCare, Inc.",2000,2002,3000,12,CA,29980+Technology+Dr,Murrieta,CA,92563,United States,https://www.google.com/maps/?q=29980%20Technology%20Dr%2C%20Suite%201%20Murrieta%20California%2092563,,33.5611516,-117.1367233
System Innovation,2016,2016,200,,CA,363+s+50th+ST,richmond,CA,94804,United States,https://www.google.com/maps/?q=363%20s%2050th%20ST%20richmond%20California%2094804,,37.9266734,-122.3229086
Coastal Solar & Home Improvement ,2014,2014,300,,CA,8880+Rio+San+Diego+Dr+800,San+Diego+,CA,92108,United States,https://www.google.com/maps/?q=8880%20Rio%20San%20Diego%20Dr%20%23800%20San%20Diego%20%20CA%2092108,,32.7766878,-117.1388608
"MACsun Solar Energy Technology Co.,ltd",,,2000,,AL|GA,4th+Floor,Shenzhen+City+,GUANG DONG,51810,China,https://www.google.com/maps/?q=4th%20Floor%2CA5%20Building%2CHuafeng%20Industrial%20Park%2CBeihuan%20Road%2CShiyan%20Shenzhen%20City%20%20Guang%20Dong%20518108,,22.54883,114.12019
Solar Finn ,,2015,,,UT,2517+W+500+S+6,Springville,UT,84663,United States,https://www.google.com/maps/?q=2517%20W%20500%20S%20%236%20Springville%20UT%2084663,,40.159519,-111.655179
Harbor Energy Solutions,2016,2016,,,SC,14174,Charleston,SC,29422,United States,https://www.google.com/maps/?q=PO%20Box%2014174%20Charleston%20SC%2029422,,32.7764749,-79.9310512
Green Solar Systems LLC,2011,2011,50,2,PA,531+Turney+St,Greensburg,PA,15601,United States,https://www.google.com/maps/?q=531%20Turney%20St%20Greensburg%20PA%2015601,,40.2956064,-79.5388515
American Made Solar And Wind Technologies,2005,2005,15,20,CA|KY|TX,4255+Old+Highway+77,Brownsville,TX,78520,United States,https://www.google.com/maps/?q=4255%20Old%20Highway%2077%20Brownsville%20Texas%2078520-8492,,25.9648951,-97.5128415
Greenify Energy Savers ,2012,2013,,,UT,8535+s+700+w+Suite+E,Sandy,UT,84070,United States,https://www.google.com/maps/?q=8535%20s.%20700%20w.%20Suite%20E%20Sandy%20Utah%20%2084070,,40.5957078,-111.9094448
Ivolt inc,2011,2009,1400,200,CA,119+e+mountain+ave,Glendale+,CA,91207,United States,https://www.google.com/maps/?q=119%20e%20mountain%20ave%20Glendale%20%20California%2091207,,34.1671007,-118.2545124
Green Earth Energy PV,,,,,CT|MA,2+North+Road,East+Windsor,CT,6088,US,https://www.google.com/maps/?q=2%20North%20Road%20%20East%20Windsor%20CT%2006088,,41.9305557,-72.6041456
Applied Solar Energy Solutions,1989,,,,CA,765+S+State+College+Blvd,Fullerton,CA,92831,US,https://www.google.com/maps/?q=765%20S%20State%20College%20Blvd.%20Fullerton%20CA%2092831,,33.8639198,-117.8900215
California Solar Electric of Ojai,1985,2000,,,CA,302+N+Montgomery+St,Ojai,CA,92023,US,https://www.google.com/maps/?q=302%20N%20Montgomery%20St%20Ojai%20CA%2092023,,34.4500894,-119.2427704
SunSystem Technology,2011,2011,500,,CA,2731+Citrus+Rd,Rancho+Cordova,CA,95642,United States,https://www.google.com/maps/?q=2731%20Citrus%20Rd%20Rancho%20Cordova%20California%2095642,,38.6021232,-121.2654085
SunPower by Green Convergence,2008,,,,CA,28490+Westinghouse+Pl+Ste+160,Santa+Clarita,CA,91355,US,https://www.google.com/maps/?q=28490%20Westinghouse%20Pl%20Ste%20160%20Santa%20Clarita%20CA%2091355,,34.4425423,-118.5977223
PowerTown Solar,2011,2011,5000,5,CA,8175+Limonite+AveSte+A,Riverside,CA,92509,United States,https://www.google.com/maps/?q=8175%20Limonite%20Ave.Ste.%20A%20Riverside%20California%2092509,,33.9782721,-117.4617404
"Solar Installation Group, Inc.",2013,2013,150,100,CA,1824+Ackley+Cir,Oakdale,CA,95361,United States,https://www.google.com/maps/?q=1824%20Ackley%20Cir.%2C%20Suite%20A%20Oakdale%20CA%2095361,,37.7487505,-120.8331913
Federal Electric Inc,2013,2014,500,10,FL,2806+SW+34TH+TER,CAPE+CORAL,FL,33914,United States,https://www.google.com/maps/?q=2806%20SW%2034TH%20TER%20CAPE%20CORAL%20FL%2033914,,26.5882986,-82.032306
LIBERTY BAY SOLAR,2013,2013,50,20,CA,2450+Stanwell+Dr+Unit+295,Concord,CA,94520,United States,https://www.google.com/maps/?q=2450%20Stanwell%20Dr%20Unit%20295%20Concord%20CA%2094520,,37.9842932,-122.0479206
Abaris EC LLC,1993,2007,17,,MN,27451+S+Hwy+34,Barnesville,MN,56514,United States,https://www.google.com/maps/?q=27451%20S%20Hwy%2034%20Barnesville%20MN%2056514,,46.6557419,-96.22669
Rehab Solar Construction,2016,2007,700,20,CA,1759+Oceanside+BLVD+Ste+C+224,Oceanside,CA,92054,US,https://www.google.com/maps/?q=1759%20Oceanside%20BLVD%20Ste.%20C%20%23224%20Oceanside%20CA%2092054,,1,1
"Allied Electric, Inc",1976,2018,1,,NV,55+Freeport+Blvd+14,Sparks,NEVADA (NV),89431,United States,https://www.google.com/maps/?q=55%20Freeport%20Blvd%20%2314%20Sparks%20Nevada%20%28NV%29%2089431,,39.5252989,-119.744097
NextGen Renewable Solutions,,2013,,10,DC|IL|MA|NJ,713+Whitenack+Court,Hillsborough,NJ,8844,United States,https://www.google.com/maps/?q=713%20Whitenack%20Court%20Hillsborough%20NJ%2008844,,40.500619,-74.6776658
Golden State Solar Inc,2000,2009,275,25,CA,591+1st+Street+133,Gilroy,CA,95020,United States,https://www.google.com/maps/?q=591%201st%20Street%20%23133%20Gilroy%20ca%2095020,,37.0136591,-121.5799445
GRID Solar And Electric,2017,2002,,,TX,248+Long+Shadow+Dr,Murchison,TX,75778,United States,https://www.google.com/maps/?q=248%20Long%20Shadow%20Dr.%20Murchison%20TX%2075778,,32.3604352,-95.6930712
SunPower by Renewable Energy Electric,,,,,AZ|NV,7180+Dean+Martin+Dr,Las+Vegas,NV,89118,United States,https://www.google.com/maps/?q=7180%20Dean%20Martin%20Dr%20Las%20Vegas%20NV%2089118,,36.0595548,-115.1823852
Upstate Solar Solutions,2017,2018,1,,NY,102+Ridge+Road,"Oriskany,+NY",NY,13424,United States,https://www.google.com/maps/?q=102%20Ridge%20Road%20Oriskany%2C%20NY%20New%20York%2013424,,43.1550402,-75.330673
Thunder Solar,2018,2018,20,,AZ|CA|NV,290+W+Orange+Show+Rd+101,San+Bernardino,CA,92408,United States,https://www.google.com/maps/?q=290%20W%20Orange%20Show%20Rd%20%23101%20San%20Bernardino%20CA%2092408,,34.0801948,-117.2887043
Sullivan Solar Power,2004,2004,,,CA,8949+Kenamar+Dr,San+Diego,CA,92121,US,https://www.google.com/maps/?q=8949%20Kenamar%20Dr%20San%20Diego%20CA%2092121,,32.885045,-117.154996
The Energy Group,2007,2007,10000,,CA,6655+E+Flint+Ave,Fresno,CA,93727,United States,https://www.google.com/maps/?q=6655%20E%20Flint%20Ave%20Fresno%20CA%2093727,,36.7876488,-119.6702195
United Solar,1987,2008,300,30,NC|SC,405+DUNBAR+ST,Greenville,SC,29601,United States,https://www.google.com/maps/?q=405%20DUNBAR%20ST%20Greenville%20SC%2029601,"34.8472,-82.406|33.9659,-80.9355|32.8473,-79.8206|35.5971,-82.5565|35.3183,-80.7476",34.8374555,-82.4110885
Talon Air and Energy,2014,2013,198,24,CA,8528+Blakepointe+Way,Antelope,CA,95843,United States,https://www.google.com/maps/?q=8528%20Blakepointe%20Way%20Antelope%20CA%2095843,,38.7244841,-121.3519965
Green Buildings LLC dba Sun Directed,2008,2008,,,NY|PA,2820+E+College,State+College,PA,16801,United States,https://www.google.com/maps/?q=2820%20E%20College%2C%20Ave.%20State%20College%20PA%2016801,,40.82928,-77.8016481
Greenskies Renewable Energy LLC,,,,,CT,180+Johnson+St,Middletown,CT,6457,United States,https://www.google.com/maps/?q=180%20Johnson%20St%20Middletown%20CT%2006457,,41.5720626,-72.6577094
Western Washington Solar,,,,,,5382,Bellingham,WA,98227,United States,https://www.google.com/maps/?q=P.O.%20Box%205382%20Bellingham%20WA%2098227,,48.7519112,-122.4786854
Premier Solar NW,2008,,,,OR|WA,556+Sommerset+Road,Woodland,WA,98674,US,https://www.google.com/maps/?q=556%20Sommerset%20Road%20Woodland%20WA%2098674,,45.9398068,-122.7364819
tj technology,2015,2016,200,50,DE|NJ|NY|PA,809+henri+ct,burlington,NJ,8016,United States,https://www.google.com/maps/?q=809%20henri%20ct%20burlington%20nj%2008016,,40.0532223,-74.8778795
Max Solar INC,2012,2015,38,2,NY,19+North+Broad+Street,Carthage,NY,13619,United States,https://www.google.com/maps/?q=19%20North%20Broad%20Street%20Carthage%20NY%2013619,,43.968925,-75.6257415
KW Hour Energy,2018,2018,50,2,CA,9520+Meg+Court,Gilroy,CA,95020,United States,https://www.google.com/maps/?q=9520%20Meg%20Court%20Gilroy%20Ca%2095020,,37.052377,-121.533096
Osceola Energy Solar,2009,2009,300,200,NM,1300+1st+Street+NW,Albuquerque,NM,87102,United States,https://www.google.com/maps/?q=1300%201st.%20Street%20NW%20Albuquerque%20NM%2087102,,35.0956832,-106.6454101
Smart Energy Today,2012,2014,1573,2,CA|OR|WA,2500+Mottman+Rd+SW,Tumwater,WA,98512,United States,https://www.google.com/maps/?q=2500%20Mottman%20Rd%20SW%2C%20Suite%20100%20Tumwater%20WA%2098512,,47.0258094,-122.9354311
JSUNPV,2018,2015,10,1,KS|MO,4043,Overland+Park,KS,66204,United States,https://www.google.com/maps/?q=PO%20Box%204043%20Overland%20Park%20KS%2066204,,38.9822282,-94.6707917
Summit Technology Group,1968,1996,40,10,CA,2450+Bluebell+Dr,Santa+Rosa,CA,95403,United States,https://www.google.com/maps/?q=2450%20Bluebell%20Dr%20Santa%20Rosa%20Ca%2095403,,38.4664118,-122.744869
Sun Path Electric,2018,2018,20,,WA,6523+California+Ave+SW+349,Seattle,WA,98136,United States,https://www.google.com/maps/?q=6523%20California%20Ave%20SW%20%23349%20Seattle%20Washington%2098136,,47.5440629,-122.3874406
Green Ridge Solar,2016,2016,150,10,OR|WA,19450+SW+Mohave+Ct,Tualatin,OR,97062,United States,https://www.google.com/maps/?q=19450%20SW%20Mohave%20Ct.%20Tualatin%20OR%2097062,,45.379,-122.7663507
Devlin Contracting & Maintenance,2009,2009,5301,312,MA,86+Finnell+Dr+Unit+21,Weymouth,MA,2188,US,https://www.google.com/maps/?q=86%20Finnell%20Dr%20Unit%2021%20Weymouth%20MA%2002188,,42.1905269,-70.9690759
G6 Builders,2015,2015,137,10,CA,817+Riviera+Ct,Brentwood,CA,94513,United States,https://www.google.com/maps/?q=817%20Riviera%20Ct%20Brentwood%20CA%2094513,,37.932315,-121.7376462
Modern Mill,2007,2012,500,20,CA|IL|IN|MI,3518+Broadway,Fort+Wayne,IN,46807,United States,https://www.google.com/maps/?q=3518%20Broadway%20Fort%20Wayne%20IN%2046807,,41.052462,-85.156877
Aztec Solar Inc.,1980,1980,1200,25,CA,11370+Trade+Center+Drive,Rancho+Cordova,CA,95742,United States,https://www.google.com/maps/?q=11370%20Trade%20Center%20Drive%2C%20Suite%203%20Rancho%20Cordova%20CA%2095742,,38.6072322,-121.2608028
Donovan Fidler General Construction,2008,2008,2200,50,CA,6307+Englebright+Lake+dr,Bakersfield,CA,93312,United States,https://www.google.com/maps/?q=6307%20Englebright%20Lake%20dr%20Bakersfield%20Ca%2093312,,35.4172779,-119.1078498
Galaxy Electric & Solar LLC,2002,2009,100,20,WA,815+NW+193rd+St,Shoreline,WA,98177,United States,https://www.google.com/maps/?q=815%20NW%20193rd%20St%20Shoreline%20Washington%2098177,,47.7688759,-122.3677416
Bell Lawn Energy,2002,2002,20000,15,FL,1635+Renaissance+Commons+Blvd+apt+2116,Boynton+Beach,FL,33426,United States,https://www.google.com/maps/?q=1635%20Renaissance%20Commons%20Blvd%20apt.%202116%20Boynton%20Beach%20Florida%2033426,,26.5435228,-80.0891975
Cal-Sun Construction,2016,2012,2500,3,CA,694+pleasant+valley+road+8,Diamond+springs,CA,95619,United States,https://www.google.com/maps/?q=694%20pleasant%20valley%20road%20%238%20Diamond%20springs%20Ca%2095619,,38.6953166,-120.8091139
Peak Power Solutions,2007,2005,6000,100,CA,151+Kalmus+Drive+Suite+L2,Costa+Mesa,CA,92626,United States,https://www.google.com/maps/?q=151%20Kalmus%20Drive%20Suite%20L2%20Costa%20Mesa%20CA%2092626,,33.6702555,-117.8817139
DC Solar,2017,2017,150,,DC,3411+Prospect+St+NW,Washington,DC,20007,United States,https://www.google.com/maps/?q=3411%20Prospect%20St%20NW%20Washington%20DC%2020007,,38.9060582,-77.0682625
EOS Energy Solutions,2018,2018,48,,AZ|NV,11874+N+91st+Place,Scottsdale,AZ,85260,United States,https://www.google.com/maps/?q=11874%20N%2091st%20Place%20Scottsdale%20AZ%2085260,,33.5942781,-111.8850614
Zenernet,2017,2018,,,AZ|CA|DE|MA|NJ|RI,1766+1st+Ave,Walnut+Creek,CA,94597,United States,https://www.google.com/maps/?q=1766%201st%20Ave%20Walnut%20Creek%20Ca%2094597,,37.9248472,-122.0708945
API Solar,2015,2015,31,6,IL,3888+N+Peoria+Rd,Springfield,IL,62702,United States,https://www.google.com/maps/?q=3888%20N%20Peoria%20Rd.%20Springfield%20IL%2062702,,39.8512446,-89.6229737
OneSun Solar Solutions DBA California Builders,2015,2015,125,5,CA,13061+Rosedale+Highway+Ste+G510,Bakersfield,CA,93314,United States,https://www.google.com/maps/?q=13061%20Rosedale%20Highway%20Ste%20G-510%20Bakersfield%20CA%2093314,,35.3821271,-119.1475756
Abundant Energy of Arkansas,2018,2017,3,,AR,7718+White+Oak+Mtn+Rd,Booneville,AR,72927,United States,https://www.google.com/maps/?q=7718%20White%20Oak%20Mtn.%20Rd.%20Booneville%20Arkansas%2072927,,35.148765,-94.129555
"Green Star Solutions, Inc.",,,,,TX,11600+Birchbark+Trail,Austin,TX,78750,United States,https://www.google.com/maps/?q=11600%20Birchbark%20Trail%20Austin%20TX%2078750,,30.4535771,-97.8221998
Direct Solar,2018,2018,50,,AZ|CA|CO|FL|NV|NM|TX,3501+S+McClintock+Drive,Tempe,AZ,85282,United States,https://www.google.com/maps/?q=3501%20S%20McClintock%20Drive%20Tempe%20AZ%2085282,,33.390873,-111.907836
Golden Bear Solar Electric,,2009,,,CA,20+S+Santa+Cruz+Ave+300,Los+Gatos,CA,95030,US,https://www.google.com/maps/?q=20%20S%20Santa%20Cruz%20Ave%20%23300%2C%20Los%20Gatos%20CA%2095030,,37.2226264,-121.9843249
AC&R Solar Group,2010,2012,200,6,NM,3001+3rd+st+nw,Albuquerque,NM,87107,United States,https://www.google.com/maps/?q=3001%203rd%20st%20nw%20Albuquerque%20New%20Mexico%2087107,,35.1143819,-106.644915
iWire Energy Solutions,2018,2018,,,IN,14941+Bridlewood+dr,carmel,IN,46033,United States,https://www.google.com/maps/?q=14941%20Bridlewood%20dr%20carmel%20IN%2046033%60,,40.0053253,-86.1134481
603 Solar,2018,2018,12,,ME|NH,125,Portsmouth,NH,3801,United States,https://www.google.com/maps/?q=One%20New%20Hampshire%20Avenue%2C%20Suite%20125%20Portsmouth%20NH%2003801,,43.085386,-70.8094891
DC Solar Integrators,2013,2013,200,15,NJ|NY,1812+Front+Street,Scotch+Plains,NJ,7076,United States,https://www.google.com/maps/?q=1812%20Front%20Street%20Scotch%20Plains%20NJ%2007076,,40.6497363,-74.3992021
CleanFactor Energy Inc,2011,2011,160,40,CA,500+Sansome+Str,San+Francisco,CA,94111,United States,https://www.google.com/maps/?q=500%20Sansome%20Str%2C%20Suite%20510%20San%20Francisco%20CA%2094111,,37.7951537,-122.4012265
Skyline Solar LLC,2010,2010,5000,15,CT|MA|NJ|RI,4+Crossroads+Drive+Suite+116,Hamilton,NJ,8691,United States,https://www.google.com/maps/?q=4%20Crossroads%20Drive%20Suite%20116%20Hamilton%20NJ%2008691,"41.46,-72.8222|41.9324,-71.0469|42.3509,-71.5434",40.2033124,-74.6580665
Innovative Power and Energy,2016,2016,40,8,CA,2180+Carleton+dr,Turlock,CA,95382,United States,https://www.google.com/maps/?q=2180%20Carleton%20dr%20Turlock%20Ca%2095382,,37.5130693,-120.8327112
Skyviewbuilders,2005,2019,,,TN,273+Cabbage+Patch+Rd,Altamont,TN,37301,United States,https://www.google.com/maps/?q=273%20Cabbage%20Patch%20Rd.%20Altamont%20TN%2037301,,35.443298,-85.815122
Solarize Kauai,2015,2009,300,,HI,891,KILAUEA,HI,96722,United States,https://www.google.com/maps/?q=PO%20BOX%20891%20KILAUEA%20HI%2096722,,22.2123539,-159.409388
Solar Masters,2018,2018,1,1,KS|MO,1505+S+MADISON+AVE+SUITE+1,Webb+City,MO,64870,United States,https://www.google.com/maps/?q=1505%20S%20MADISON%20AVE.%20SUITE%20%231%20Webb%20City%20Missouri%2064870,,37.129837,-94.4747858
Erus Energy,,,,,AZ|FL|NM|SC|TX,2141+E+Camelback+Rd+250,Phoenix,AZ,85016,United States,https://www.google.com/maps/?q=2141%20E%20Camelback%20Rd%20%23250%20Phoenix%20Arizona%2085016,,33.5052049,-112.0348747
Senic Electric,2001,2014,49,17,CA,170+Hamner+Ave,Norco,CA,92860,United States,https://www.google.com/maps/?q=170%22%20Hamner%20Ave%2C%20Suite%20211%20Norco%20CA%2092860,,33.9590664,-117.5583116
Solar Discount Group (SDG),2018,1,15,,CA,4195+chino+Hills+Parkway+650,chino+hills,CA,91709,United States,https://www.google.com/maps/?q=4195%20chino%20Hills%20Parkway%20%23650%20chino%20hills%20CA%2091709,,33.9819557,-117.713148
Energy 4 Hope,2013,2013,50,4,DC|FL|MD|NJ|PA|VA|WV,4075+Wilson+Blvd+8th+floor,Arlington,VA,22203,United States,https://www.google.com/maps/?q=4075%20Wilson%20Blvd%208th%20floor%20Arlington%20VA%2022203,,38.8803079,-77.1085112
Solar Works,1986,2001,755,22,CA,400+Morris+St+Suite+C,Sebastopol,CA,95472,United States,https://www.google.com/maps/?q=400%20Morris%20St%20Suite%20C%20Sebastopol%20CA%2095472,,38.4067941,-122.8205132
Ocean State Clean Energy,2018,2018,10,,RI,250+Esten+Ave+110,Pawtucket,RI,2860,United States,https://www.google.com/maps/?q=250%20Esten%20Ave%20%23110%20Pawtucket%20RI%2002860,,1,1
Synergy Power PV,2004,2012,1000,100,CO|ID|UT,602+W+Confluence+Ave,Salt+Lake+City,UT,84123,United States,https://www.google.com/maps/?q=602%20W%20Confluence%20Ave.%20Salt%20Lake%20City%20UT%2084123,,40.678734,-111.907781
"I Go Solar Energy, LLC",2018,2016,92,,FL,2673+Park+Lane,Pembroke+Park,FL,33009,United States,https://www.google.com/maps/?q=2673%20Park%20Lane%20Pembroke%20Park%20Florida%2033009,,25.986908,-80.170163
Aura Service Pro,2012,2017,640,220,TX,6260+westpark+dr,Houston,TX,77057,United States,https://www.google.com/maps/?q=6260%20westpark%20dr%20Houston%20TX%2077057,,29.724631,-95.494905
Sun Light & Power,1976,1999,500,1500,CA,1035+Folger+Ave,Berkeley,CA,94710,United States,https://www.google.com/maps/?q=1035%20Folger%20Ave%20Berkeley%20California%2094710,,37.8510046,-122.2871933
Base Price Power,,2008,6100,,CA|MA|NJ|UT,700+E+Redlands+BLVD,Redlands,CA,92374,United States,https://www.google.com/maps/?q=700%20E.%20Redlands%20BLVD%2C%20Suite%20U%20-%20Unit%20%23652%20Redlands%20CA%2092374,,34.0473701,-117.1693885
AmGreen Solutions Inc.,2010,2012,450,50,CA|NE,1367+Venice+Blvd,Los+Angeles,CA,90006,United States,https://www.google.com/maps/?q=1367%20Venice%20Blvd%20Los%20Angeles%20California%2090006,,34.0436956,-118.2833127
Solar Done Right,2012,2017,50,2,NY,445+Central+Ave+Suite+204,Cedarhurst,NY,11516,United States,https://www.google.com/maps/?q=445%20Central%20Ave.%20Suite%20204%20Cedarhurst%20New%20York%2011516,,40.6203423,-73.72526
